Age,Gender,Home Region,Program Main Category Code,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,Employment Status,Y,During Ramadan
23.0,أنثى,منطقة الرياض,Cybersecurity,متقدم,حضوري,19,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
33.0,ذكر,منطقة الرياض,Data Science,متقدم,حضوري,44,لا,البكالوريوس,Computer Science and IT,موظف,1,False
27.0,ذكر,منطقة الرياض,Data Science,متقدم,حضوري,44,لا,البكالوريوس,Computer Science and IT,موظف,0,False
37.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة الرياض,Software Engineering,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Engineering,طالب,0,False
30.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,19,نعم,البكالوريوس,Computer Science and IT,موظف,1,False
36.0,أنثى,منطقة الرياض,AI and ML,متقدم,عن بعد,5,نعم,الدكتوراه,Sciences,موظف,0,False
30.0,ذكر,المنطقة الشرقية,Cloud Fundamentals,مبتدئ,عن بعد,54,لا,البكالوريوس,Engineering,غير موظف,0,False
42.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,19,نعم,البكالوريوس,Computer Science and IT,موظف,0,True
26.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,أنثى,المنطقة الشرقية,Data Science,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
30.0,أنثى,منطقة الرياض,AI & Robotics,متقدم,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
22.0,أنثى,منطقة الرياض,Cybersecurity,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
41.0,أنثى,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,الدكتوراه,Computer Science and IT,موظف,0,False
21.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,الدبلوم,Computer Science and IT,خريج,0,False
28.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
31.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Education,موظف,0,False
31.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,الماجستير,other,موظف,0,False
28.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,59,نعم,البكالوريوس,Health Sciences,غير موظف,0,False
26.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,عن بعد,5,لا,البكالوريوس,Computer Science and IT,موظف,1,False
22.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,5,لا,الدبلوم,Computer Science and IT,طالب,1,True
31.0,ذكر,المنطقة الشرقية,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,True
36.0,أنثى,منطقة المدينة المنورة,Cybersecurity,مبتدئ,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
23.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,173,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
27.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
22.0,أنثى,منطقة الرياض,AI & Robotics,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف - طالب,0,False
25.0,ذكر,المنطقة الشرقية,Cybersecurity,مبتدئ,عن بعد,12,نعم,البكالوريوس,Engineering,موظف,0,False
25.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
33.0,ذكر,منطقة الرياض,AI & Robotics,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
30.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,عن بعد,5,نعم,الماجستير,Computer Science and IT,موظف - طالب,0,False
25.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,4,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,أنثى,منطقة مكة المكرمة,Cloud Fundamentals,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
32.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,الماجستير,Computer Science and IT,خريج,0,False
26.0,أنثى,منطقة الرياض,Data Science,متوسط,حضوري,40,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,أنثى,منطقة مكة المكرمة,AI and ML,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,1,False
26.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,12,لا,البكالوريوس,Computer Science and IT,موظف,0,False
24.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,لا,البكالوريوس,Computer Science and IT,موظف,0,False
25.0,ذكر,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
23.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,44,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
28.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,other,خريج,0,False
40.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,4,نعم,البكالوريوس,Media and Communication,موظف,0,False
23.0,ذكر,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
23.0,أنثى,منطقة مكة المكرمة,Cloud Fundamentals,مبتدئ,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
38.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,54,لا,البكالوريوس,Computer Science and IT,غير موظف,0,False
33.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
24.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
21.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
20.0,أنثى,منطقة الرياض,Cybersecurity,متقدم,حضوري,4,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
24.0,أنثى,منطقة الرياض,Data Science,متوسط,حضوري,40,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
35.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
23.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
22.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
20.0,أنثى,منطقة الرياض,AI and ML,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
20.0,أنثى,المنطقة الشرقية,Infrastructure & Networks,مبتدئ,عن بعد,5,لا,البكالوريوس,Computer Science and IT,طالب,0,False
22.0,أنثى,المنطقة الشرقية,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,1,True
23.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Business and Management,خريج,0,False
20.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,12,نعم,ثانوي,Business and Management,طالب,1,False
26.0,أنثى,منطقة الرياض,Cybersecurity,متوسط,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
33.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
29.0,أنثى,منطقة الرياض,Cloud Fundamentals,متوسط,حضوري,5,نعم,البكالوريوس,Business and Management,موظف,0,True
20.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,لا,البكالوريوس,Sciences,طالب,1,False
23.0,أنثى,منطقة الرياض,AI and ML,متوسط,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
22.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,True
36.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,الماجستير,Computer Science and IT,موظف,0,False
33.0,ذكر,منطقة الجوف,Cloud Fundamentals,متقدم,عن بعد,26,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
27.0,ذكر,المنطقة الشرقية,Cloud Fundamentals,مبتدئ,حضوري,5,لا,البكالوريوس,Engineering,موظف,1,False
33.0,ذكر,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
29.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,لا,البكالوريوس,Computer Science and IT,موظف,1,False
32.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
22.0,أنثى,منطقة مكة المكرمة,AI and ML,متقدم,عن بعد,12,لا,البكالوريوس,Computer Science and IT,غير موظف,0,False
33.0,أنثى,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,الماجستير,Computer Science and IT,موظف,0,False
27.0,أنثى,منطقة مكة المكرمة,Cloud Fundamentals,مبتدئ,عن بعد,5,نعم,الماجستير,Education,غير موظف,0,False
36.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,عن بعد,19,لا,الدبلوم,Computer Science and IT,غير موظف,0,False
28.0,ذكر,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
27.0,ذكر,منطقة الرياض,Data Science,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,خريج,0,False
29.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
22.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,طالب,0,False
25.0,أنثى,منطقة مكة المكرمة,AI and ML,متوسط,عن بعد,12,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
20.0,أنثى,المنطقة الشرقية,AI and ML,مبتدئ,عن بعد,5,لا,البكالوريوس,Computer Science and IT,طالب,0,False
33.0,أنثى,منطقة الرياض,AI and ML,متوسط,عن بعد,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,True
31.0,أنثى,منطقة الرياض,Cybersecurity,مبتدئ,حضوري,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
26.0,أنثى,منطقة الرياض,Data Science,متقدم,حضوري,33,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
43.0,ذكر,منطقة الرياض,Infrastructure & Networks,متوسط,حضوري,12,نعم,البكالوريوس,Education,موظف - طالب,0,False
30.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
31.0,ذكر,منطقة الرياض,Cybersecurity,متوسط,عن بعد,12,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
36.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,لا,الماجستير,Media and Communication,موظف,1,True
40.0,ذكر,المنطقة الشرقية,Data Science,متوسط,حضوري,54,نعم,البكالوريوس,Computer Science and IT,غير موظف,0,False
24.0,أنثى,منطقة الرياض,Data Science,متقدم,حضوري,44,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
30.0,ذكر,منطقة الرياض,Cybersecurity,متقدم,حضوري,19,نعم,البكالوريوس,Computer Science and IT,موظف,1,False
24.0,ذكر,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,لا,البكالوريوس,Computer Science and IT,خريج,1,False
22.0,أنثى,منطقة الرياض,AI and ML,متوسط,حضوري,26,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
32.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
22.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,نعم,الدبلوم,Computer Science and IT,موظف,0,False
26.0,أنثى,منطقة مكة المكرمة,Cybersecurity,مبتدئ,حضوري,5,نعم,البكالوريوس,Computer Science and IT,خريج,0,True
38.0,ذكر,منطقة الرياض,Cloud Fundamentals,متقدم,حضوري,12,نعم,الماجستير,Computer Science and IT,موظف,0,False
22.0,أنثى,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,الدبلوم,Business and Management,خريج,0,False
23.0,ذكر,منطقة الرياض,AI and ML,متوسط,حضوري,44,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
21.0,أنثى,منطقة الرياض,Cloud Fundamentals,مبتدئ,حضوري,5,لا,البكالوريوس,Engineering,طالب,1,False
25.0,أنثى,منطقة الرياض,Game Development,متوسط,حضوري,5,نعم,البكالوريوس,Computer Science and IT,موظف,0,False
